Mon 27 Nov 2017 17:04:54 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:06:23 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:06:30 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:06:31 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:06:47 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:06:55 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 99
Mon 27 Nov 2017 17:06:55 rest_api get_users_lookup 6524 Thread-4 [line:142] INFO failed id: [850797205178900480L]
Mon 27 Nov 2017 17:06:57 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:00 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:00 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:02 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:06 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:12 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:13 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:27 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:30 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:32 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:38 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:47 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:49 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:07:57 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:05 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:13 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:14 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:15 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:16 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:27 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:31 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:37 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:44 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:08:46 TwitterError __init__ 6524 Thread-4 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:08:46 rest_api get_users_lookup 6524 Thread-4 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:09:01 TwitterError __init__ 19880 Thread-6 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Read timed out.
Mon 27 Nov 2017 17:09:01 rest_api get_users_lookup 19880 Thread-6 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Read timed out.
Mon 27 Nov 2017 17:09:01 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:03 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:11 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:12 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:21 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:25 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:30 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:34 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:38 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:09:59 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:00 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:00 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:01 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 99
Mon 27 Nov 2017 17:10:01 rest_api get_users_lookup 14316 Thread-7 [line:142] INFO failed id: [262919466]
Mon 27 Nov 2017 17:10:03 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:04 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:05 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:07 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:33 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:39 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:39 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:44 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:45 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:10:56 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:02 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:04 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:14 TwitterError __init__ 16512 Thread-5 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Read timed out.
Mon 27 Nov 2017 17:11:14 rest_api get_users_lookup 16512 Thread-5 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Read timed out.
Mon 27 Nov 2017 17:11:19 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:24 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:24 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:26 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:31 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:34 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:38 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:55 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:11:56 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:01 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:01 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:03 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:06 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:12 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:18 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:26 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:31 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:34 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:38 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:39 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 99
Mon 27 Nov 2017 17:12:39 rest_api get_users_lookup 19880 Thread-6 [line:142] INFO failed id: [222957583]
Mon 27 Nov 2017 17:12:41 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:49 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:12:51 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:07 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:09 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:11 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:19 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:21 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:22 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:24 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:29 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:46 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:49 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:52 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:13:55 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:01 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:08 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:09 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:19 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:25 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:27 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:28 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:33 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:50 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:14:56 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:03 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:05 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:08 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:10 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:12 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:14 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:32 TwitterError __init__ 6524 Thread-4 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:15:32 rest_api get_users_lookup 6524 Thread-4 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:15:40 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:41 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:42 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:45 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:46 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:47 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:15:54 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:13 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:14 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:15 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:19 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:23 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:25 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:31 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:34 TwitterError __init__ 16512 Thread-5 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:16:34 rest_api get_users_lookup 16512 Thread-5 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:16:48 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:53 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:58 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:16:59 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:01 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:04 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:08 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:24 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:27 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:34 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:36 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:44 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:46 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:47 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:49 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:17:54 TwitterError __init__ 17916 Thread-2 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:17:54 rest_api get_users_lookup 17916 Thread-2 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:18:07 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:10 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:12 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:16 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:22 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:29 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:30 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:31 TwitterError __init__ 15516 Thread-3 [line:22] WARNING 400 statuses/filter text HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:18:31 rest_api get_users_lookup 15516 Thread-3 [line:120] ERROR HTTPSConnectionPool(host='api.twitter.com', port=443): Max retries exceeded with url: /1.1/users/lookup.json (Caused by ProxyError('Cannot connect to proxy.', timeout('timed out',)))
Mon 27 Nov 2017 17:18:31 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:37 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:44 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:53 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:53 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:18:57 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:04 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:07 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:07 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:07 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:09 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:29 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:35 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:38 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:41 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:46 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:46 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:50 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:19:55 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:03 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:04 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:15 rest_api get_users_lookup 13492 Thread-8 [line:140] INFO users: 93, success: 93
Mon 27 Nov 2017 17:20:22 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:27 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:28 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:33 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:38 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:39 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:39 rest_api get_users_lookup 3492 Thread-1 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:20:45 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:50 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:20:53 rest_api get_users_lookup 15516 Thread-3 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:21:08 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:10 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:14 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:19 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:31 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:46 rest_api get_users_lookup 6524 Thread-4 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:21:50 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:52 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:53 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:21:57 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:22:05 rest_api get_users_lookup 17916 Thread-2 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:22:08 rest_api get_users_lookup 19880 Thread-6 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:22:14 rest_api get_users_lookup 14316 Thread-7 [line:140] INFO users: 1, success: 1
Mon 27 Nov 2017 17:22:31 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 100, success: 100
Mon 27 Nov 2017 17:22:47 rest_api get_users_lookup 16512 Thread-5 [line:140] INFO users: 1, success: 1
