Wed 29 Nov 2017 15:22:52 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:16 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:17 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:19 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:21 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:22 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:22 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:22 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:23 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:23 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:23 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:23 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:27 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:27 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:29 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:29 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:29 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:30 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:30 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:30 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:32 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:32 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:34 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:35 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:36 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:36 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:36 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:36 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:37 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:38 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:38 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:39 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:39 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:41 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:42 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:42 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:43 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:44 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:44 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:44 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:45 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:45 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:47 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:48 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:23:48 rest_api get_users_lookup 11588 Thread-6 [line:142] INFO failed id: [927518152606568449L]
Wed 29 Nov 2017 15:23:48 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:49 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:50 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:51 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:51 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:51 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:52 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:53 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:53 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:54 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:55 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:56 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:57 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:58 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:58 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:23:59 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:00 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:24:00 rest_api get_users_lookup 8616 Thread-1 [line:142] INFO failed id: [72572068]
Wed 29 Nov 2017 15:24:00 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:00 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:01 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:01 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:02 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:04 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:05 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:06 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:06 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:07 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:24:07 rest_api get_users_lookup 12192 Thread-4 [line:142] INFO failed id: [15965971]
Wed 29 Nov 2017 15:24:07 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:08 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:08 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:09 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:10 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:11 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:12 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:13 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:24:13 rest_api get_users_lookup 11552 Thread-8 [line:142] INFO failed id: [568336935]
Wed 29 Nov 2017 15:24:14 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:15 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:15 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:15 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:15 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:16 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:17 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:18 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:19 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:21 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:21 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:22 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:22 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:23 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:23 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:24 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:24 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:26 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:29 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:29 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:29 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:29 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:29 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:30 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:30 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:31 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:34 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:35 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:35 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:36 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:36 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:37 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:37 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:37 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:39 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:40 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:40 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:42 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:24:42 rest_api get_users_lookup 11588 Thread-6 [line:142] INFO failed id: [3038194758L]
Wed 29 Nov 2017 15:24:43 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:43 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:43 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:44 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:44 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:45 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:45 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:47 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:49 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:50 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:50 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:50 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:51 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:51 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:52 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:52 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:53 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:57 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:57 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:24:59 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:01 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:02 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:05 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:05 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:06 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:06 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:07 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:07 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:07 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:07 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 99
Wed 29 Nov 2017 15:25:07 rest_api get_users_lookup 11280 Thread-7 [line:142] INFO failed id: [241675423]
Wed 29 Nov 2017 15:25:09 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:10 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:11 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:11 TwitterError __init__ 11540 Thread-2 [line:22] WARNING 400 statuses/filter text ('_ssl.c:645: The handshake operation timed out',)
Wed 29 Nov 2017 15:25:11 rest_api get_users_lookup 11540 Thread-2 [line:120] ERROR ('_ssl.c:645: The handshake operation timed out',)
Wed 29 Nov 2017 15:25:12 rest_api get_users_lookup 11552 Thread-8 [line:140] INFO users: 93, success: 93
Wed 29 Nov 2017 15:25:12 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:12 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:13 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:13 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:15 rest_api get_users_lookup 8616 Thread-1 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:15 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:16 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:16 rest_api get_users_lookup 7272 Thread-5 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:16 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:17 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:17 rest_api get_users_lookup 12192 Thread-4 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:17 rest_api get_users_lookup 9732 Thread-3 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:18 rest_api get_users_lookup 11588 Thread-6 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:20 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:21 rest_api get_users_lookup 11280 Thread-7 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:24 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:27 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:29 rest_api get_users_lookup 11540 Thread-2 [line:140] INFO users: 1, success: 1
Wed 29 Nov 2017 15:25:35 rest_api get_users_lookup 10752 Thread-13 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:35 rest_api get_users_lookup 6976 Thread-12 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 11836 Thread-14 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 12156 Thread-15 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 11112 Thread-19 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 11192 Thread-18 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 10204 Thread-16 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:36 rest_api get_users_lookup 11004 Thread-17 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:38 rest_api get_users_lookup 10752 Thread-13 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:38 rest_api get_users_lookup 6976 Thread-12 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:39 rest_api get_users_lookup 11836 Thread-14 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:41 rest_api get_users_lookup 11192 Thread-18 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:42 rest_api get_users_lookup 10204 Thread-16 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:43 rest_api get_users_lookup 12156 Thread-15 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:43 rest_api get_users_lookup 11112 Thread-19 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:44 rest_api get_users_lookup 11004 Thread-17 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:44 rest_api get_users_lookup 10752 Thread-13 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:44 rest_api get_users_lookup 11836 Thread-14 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:44 rest_api get_users_lookup 6976 Thread-12 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:45 rest_api get_users_lookup 11192 Thread-18 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:49 rest_api get_users_lookup 12156 Thread-15 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:50 rest_api get_users_lookup 10204 Thread-16 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:50 rest_api get_users_lookup 10752 Thread-13 [line:140] INFO users: 100, success: 100
Wed 29 Nov 2017 15:25:51 rest_api get_users_lookup 11004 Thread-17 [line:140] INFO users: 100, success: 100
